"";"p_sr";"p_mr";"p_pr"
"1759";15922,0442749838;18916,0085751386;15227,2316069621
"1760";13781,8924577399;12666,6024091281;13653,9636075365
"1761";17212,7187311912;7966,47026614659;16380,1348873945
"1762";16013,5419022069;3028,88612861186;15304,088695771
"1763";49665,6327505639;68034,2197068837;66373,8105103511
"1764";21592,6655133744;15928,2146513416;21291,8690083808
"1765";14339,8048188566;4148,15739197005;14021,505539342
"1766";24940,139680075;21540,1245551147;25911,598978832
"1767";26877,1556066362;73363,9408040065;28853,2354998153
"1768";18803,1037077907;15324,0547050703;17994,6991251774
"1769";26167,5468745318;14135,9017274091;27755,7408891547
"1770";18245,1913466739;26457,7130571045;17404,9265473468
"1771";16013,5419022069;16162,0272457665;15304,088695771
"1772";24940,139680075;10414,6542117624;25911,598978832
"1773";21592,6655133744;16486,4309174791;21291,8690083808
"1774";18803,1037077907;3647,03128214832;17994,6991251774
"1775";12666,0677355064;-232,57850977499;13013,5470279001
"1776";14612,1664753066;32506,4071413372;14212,0647387175
"1777";12275,5290827247;17139,8627873715;12820,1321807031
"1778";21592,6655133744;22464,9509637663;21291,8690083808
"1779";15455,6295410901;2237,13970799092;14847,3495173706
"1780";12554,485263283;-4066,40283359028;12956,6310139192
"1781";24940,139680075;23835,5978574762;25911,598978832
"1782";78475,5496620988;64503,2328710882;61809,1687868378
"1783";17129,3666244404;7001,27189876046;16301,2942617868
"1784";13558,7275132932;1680,34003546834;13515,6657538545
"1785";16236,7068466536;23257,3850777848;15494,7156007886
"1786";12313,4671232806;-6560,49629135989;12838,2075402165
"1787";14228,2223466333;9319,93670692947;13945,5310391403
"1788";21592,6655133744;20230,6166947139;21291,8690083808
"1789";29403,438569009;22390,840345595;32919,39529383
"1790";13223,9800966231;22355,7923599705;13317,7169590854
"1791";13893,4749299632;16253,3792091068;13724,9933771144
"1792";18269,7394905631;24815,5160647817;17430,3555387371
"1793";21592,6655133744;24000,7287935307;21291,8690083808
"1794";78475,5496620988;77029,2962981099;61809,1687868378
"1795";15747,4734971903;19302,0999024007;15082,708119055
"1796";16013,5419022069;16910,5642338283;15304,088695771
"1797";41677,5105135776;52717,325741441;54094,4211022304
"1798";17352,5315688871;10736,2320993068;16513,7066284166
"1799";12833,4414438414;14381,7755117342;13101,3834566251
"1800";11550,2430132729;-2044,44525723998;12504,5630529724
"1801";16236,7068466536;9723,8941862667;15494,7156007886
"1802";17129,3666244404;28958,783570515;16301,2942617868
"1803";11773,4079577196;6746,65595852863;12595,5451689593
"1804";13781,8924577399;12584,7973091463;13653,9636075365
"1805";24940,139680075;21935,519266692;25911,598978832
"1806";17263,2655911084;26661,9157259483;16428,2340342641
"1807";15581,0482398692;15525,4668976758;14947,529712021
"1808";12331,3203188363;18421,7947525913;12846,7669699837
"1809";21592,6655133744;24487,6089353645;21291,8690083808
"1810";21592,6655133744;33726,1458713338;21291,8690083808
"1811";14540,6532688587;16535,692721691;14161,3312347402
"1812";18151,5736524785;19848,8830896122;17308,3952231643
"1813";16683,036735547;8233,1779787289;15889,2907466429
"1814";27171,789124542;64685,1031089593;29315,1701804829
"1815";12641,0955782228;36268,8393229619;13000,6948443421
"1816";15455,6295410901;-2116,72920338437;14847,3495173706
"1817";24940,139680075;21010,4207243053;25911,598978832
"1818";19361,0160689074;10588,5018175682;18608,7340811599
"1819";30519,2632912425;21575,411859489;34781,1243891618
"1820";10992,3306521561;-5404,56465386506;12301,3118770528
"1821";13781,8924577399;13593,7253585262;13653,9636075365
"1822";17129,3666244404;14121,3698268421;16301,2942617868
"1823";17129,3666244404;10684,5783547871;16301,2942617868
"1824";22150,5778744912;20528,6415377473;22015,4943464518
"1825";26877,1556066362;68629,3249725634;28853,2354998153
"1826";17129,3666244404;1647,91982953995;16301,2942617868
"1827";14897,7171799734;32438,3113898691;14419,5613205905
"1828";14005,0574021866;14241,3060727771;13797,2687065552
"1829";19361,0160689074;18476,792170519;18608,7340811599
"1830";19361,0160689074;9531,17430952657;18608,7340811599
"1831";19855,382212093;32506,2481277632;19172,4767842184
"1832";11103,9131243795;1918,65107737109;12339,170921889
"1833";15232,4645966434;14027,7462005178;14672,7163605651
"1834";16571,4542633237;14804,9495302616;15788,9974218802
"1835";19361,0160689074;11878,5637325421;18608,7340811599
"1836";13781,8924577399;14303,968202211;13653,9636075365
"1837";14897,7171799734;9246,12937015761;14419,5613205905
"1838";16013,5419022069;30661,1423901245;15304,088695771
"1839";18803,1037077907;12466,9817898283;17994,6991251774
"1840";13447,1450410698;3427,89077067189;13448,410172693
"1841";12666,0677355064;-588,454842702486;13013,5470279001
"1842";15455,6295410901;17352,6258681444;14847,3495173706
"1843";19918,9284300242;60394,3818268096;19246,2499813828
"1844";21592,6655133744;8921,32749737892;21291,8690083808
"1845";15455,6295410901;29805,9021585658;14847,3495173706
"1846";17240,9490966638;30498,2421002071;16406,9714372396
"1847";14730,3434716384;1619,53838491905;14296,9871273422
"1848";16571,4542633237;5249,82955695502;15788,9974218802
"1849";16013,5419022069;26096,6855072547;15304,088695771
"1850";13000,8151521764;11888,5342632327;13192,1560202404
"1851";15688,2232044397;14820,0666955058;15034,2900298109
"1852";21592,6655133744;12267,7315886542;21291,8690083808
"1853";17129,3666244404;26035,6723380247;16301,2942617868
"1854";21592,6655133744;22945,1442540986;21291,8690083808
"1855";14451,38729108;13961,1054205773;14098,7005935215
"1856";16236,7068466536;10622,8270107554;15494,7156007886
"1857";14005,0574021866;542,166839394718;13797,2687065552
"1858";17240,9490966638;22194,4601033106;16406,9714372396
"1859";14116,6398744099;37764,0175344236;13870,7833443876
"1860";12387,111554948;507,60471921321;12873,7350293794
"1861";29817,4095409576;38413,6828130372;33606,0359200395
"1862";33866,737457943;46156,7046866603;40529,7601742967
"1863";17575,6965133338;17260,6374327447;16730,3260520578
"1864";16571,4542633237;9158,89987788443;15788,9974218802
"1865";33866,737457943;27085,6515905075;40529,7601742967
"1866";19361,0160689074;14399,2233435223;18608,7340811599
"1867";18696,7209787729;7813,78116709832;17880,3452601032
"1868";18245,1913466739;27650,9003172815;17404,9265473468
"1869";53277,9032820977;64260,7569131916;70787,5719133269
"1870";16367,2025479188;20455,7885131678;15608,2530567351
"1871";34982,5621801765;31531,2898716712;42479,6166980844
"1872";11868,2530591094;12669,4753904156;12635,8680250713
"1873";11803,5352252199;-2745,71828950103;12608,2469606986
"1874";30519,2632912425;23618,0473599816;34781,1243891618
"1875";20476,8407911409;11254,7328129299;19906,4653919349
"1876";78475,5496620988;75618,1165141901;61809,1687868378
"1877";21592,6655133744;14468,0995338913;21291,8690083808
"1878";18887,2145753526;27346,9534412436;18085,7370503062
"1879";16013,5419022069;8575,28058334347;15304,088695771
"1880";28992,8150712271;47042,8408828806;32243,4270966012
"1881";24940,139680075;12379,9345104964;25911,598978832
"1882";17129,3666244404;8085,39578547608;16301,2942617868
"1883";27171,789124542;17492,0086828126;29315,1701804829
"1884";16920,91940808;4477,94349495508;16106,7346937859
"1885";17687,2789855572;30228,2296031592;16840,1977815795
"1886";19361,0160689074;38121,6602915321;18608,7340811599
"1887";14897,7171799734;2649,21644821391;14419,5613205905
"1888";41677,5105135776;29834,1460416671;54094,4211022304
"1889";16013,5419022069;4808,53560446016;15304,088695771
"1890";12543,3270160607;8885,59950453322;12951,0119411353
"1891";22373,7428189379;6301,97578352131;22310,4688988906
"1892";17129,3666244404;-3123,48593003675;16301,2942617868
"1893";14897,7171799734;4259,40900887363;14419,5613205905
"1894";19361,0160689074;7902,35265529342;18608,7340811599
"1895";21592,6655133744;21139,756076131;21291,8690083808
"1896";21592,6655133744;9379,70324983262;21291,8690083808
"1897";17352,5315688871;-1166,94162643608;16513,7066284166
"1898";27484,2200467674;32967,6186023494;29808,8264001254
"1899";14562,9697633033;2706,05777079146;14177,1099502073
"1900";14897,7171799734;9866,56165458262;14419,5613205905
"1901";17129,3666244404;170,531985216774;16301,2942617868
"1902";78475,5496620988;79642,1886638086;61809,1687868378
"1903";24940,139680075;15216,4872322716;25911,598978832
"1904";13000,8151521764;7681,60352990031;13192,1560202404
"1905";17129,3666244404;23815,1696508415;16301,2942617868
"1906";19361,0160689074;14550,8803229034;18608,7340811599
"1907";14005,0574021866;18942,1510753138;13797,2687065552
"1908";15455,6295410901;15091,8100658404;14847,3495173706
"1909";14339,8048188566;38184,8292251369;14021,505539342
"1910";12887,0791382392;14022,633618732;13130,1543508938
"1911";14298,9767922701;-2706,17412977386;13993,5645447715
"1912";21662,906679639;21220,1688457932;21381,8695385159
"1913";13781,8924577399;12896,9345304677;13653,9636075365
"1914";15455,6295410901;24452,4907977181;14847,3495173706
"1915";19361,0160689074;6881,79953803308;18608,7340811599
"1916";13145,8723660668;18649,3398732543;13273,1842742579
"1917";78475,5496620988;67586,6341834748;61809,1687868378
"1918";15184,5176083291;-448,613833989017;14635,8057663197
"1919";17687,2789855572;7888,72163667157;16840,1977815795
"1920";12025,0041160888;2414,51913856342;12704,6603991661
"1921";19361,0160689074;21590,3334992705;18608,7340811599
"1922";18208,659245268;33787,953387321;17367,1733711787
"1923";78475,5496620988;79302,409261792;61809,1687868378
"1924";15221,3063494211;13601,392082517;14664,1071939338
"1925";12108,1553743896;2053,78029610869;12742,235247892
"1926";22771,4562246836;23467,7735370388;22843,7655569986
"1927";28287,6138467755;15547,5869601564;31095,3267338399
"1928";19361,0160689074;25051,1541291894;18608,7340811599
"1929";13781,8924577399;11648,5400438169;13653,9636075365
"1930";24940,139680075;24179,7394952578;25911,598978832
"1931";10590,6337521521;11354,1105666598;12176,7232286048
"1932";17687,2789855572;17794,2997014727;16840,1977815795
"1933";23824,3149578415;13572,1489296472;24300,6872731204
"1934";24940,139680075;24056,0585009921;25911,598978832
"1935";14897,7171799734;4552,56851292402;14419,5613205905
"1936";16013,5419022069;969,765850249678;15304,088695771
"1937";13223,9800966231;-1360,55815466866;13317,7169590854
"1938";21034,7531522577;23351,7472650744;20588,5988789047
"1939";19361,0160689074;11180,8338420736;18608,7340811599
"1940";11550,2430132729;5576,8208098812;12504,5630529724
"1941";13223,9800966231;4861,06725519802;13317,7169590854
"1942";19361,0160689074;27249,2547405288;18608,7340811599
"1943";18245,1913466739;15213,7645319346;17404,9265473468
"1944";25884,8861558956;19675,5774617828;27324,7664196901
"1945";18245,1913466739;8343,10888500977;17404,9265473468
"1946";15790,3769577602;1946,32554191351;15117,9689183868
"1947";27687,8803750694;68476,4251013817;30132,6718020428
"1948";14339,8048188566;8476,41860164143;14021,505539342
"1949";21592,6655133744;16103,439202047;21291,8690083808
"1950";17798,8614577805;1483,44333799556;16951,1025209401
"1951";24159,988509031;68044,5638156822;24778,3351188712
"1952";15455,6295410901;27962,2636062019;14847,3495173706
"1953";30519,2632912425;17648,2976162955;34781,1243891618
"1954";36098,38690241;21323,2737875581;44435,8764007583
"1955";20164,6107173656;24127,5753216119;19534,2316015706
"1956";18245,1913466739;10109,0888301479;17404,9265473468
"1957";14897,7171799734;3632,13349389471;14419,5613205905
"1958";16236,7068466536;29579,6730630342;15494,7156007886
"1959";16013,5419022069;13515,7297399063;15304,088695771
"1960";19361,0160689074;23024,3941607382;18608,7340811599
"1961";16013,5419022069;30374,2459523175;15304,088695771
"1962";12324,2125153557;14803,7123599593;12843,3551568135
"1963";27171,789124542;19201,5625835387;29315,1701804829
"1964";19361,0160689074;12276,1229585614;18608,7340811599
"1965";18803,1037077907;2869,53468338307;17994,6991251774
"1966";16013,5419022069;11926,4500130769;15304,088695771
"1967";19361,0160689074;26158,7669707919;18608,7340811599
"1968";15120,8821244201;10002,914032341;14587,1524697378
"1969";13979,0698444058;35863,8124223659;13780,3248469045
"1970";75152,2521805828;74372,3657902423;68365,036760554
"1971";28287,6138467755;40880,5502944617;31095,3267338399
"1972";22708,4902356079;13676,2386566773;22758,6934592063
"1973";13223,9800966231;-5132,01650392637;13317,7169590854
"1974";19584,1810133541;26155,9144822266;18860,9664882392
"1975";16883,784761324;9862,74125460908;16072,4669882161
"1976";22150,5778744912;5129,97932744771;22015,4943464518
"1977";18245,1913466739;2911,28542866092;17404,9265473468
"1978";24940,139680075;12306,2425969495;25911,598978832
"1979";13781,8924577399;22546,7308474332;13653,9636075365
"1980";18803,1037077907;16615,3974729478;17994,6991251774
"1981";22948,8611972715;45231,5195992738;23084,7314537726
"1982";12666,0677355064;22132,0596744427;13013,5470279001
"1983";15455,6295410901;11713,4101166194;14847,3495173706
"1984";22708,4902356079;9225,51196406037;22758,6934592063
"1985";18803,1037077907;5570,65009204391;17994,6991251774
"1986";16013,5419022069;4154,87241583318;15304,088695771
"1987";12809,2057308745;27946,7975136181;13088,4824481022
"1988";19361,0160689074;24307,2351343874;18608,7340811599
"1989";17129,3666244404;3695,87643384095;16301,2942617868
"1990";19137,8511244607;25979,2780111041;18360,258625159
"1991";19361,0160689074;11156,8832324017;18608,7340811599
"1992";15618,7854319751;13608,2531972034;14977,9579006796
"1993";45986,8255908434;56399,4150706204;61062,9654174366
"1994";13447,1450410698;6119,12636600807;13448,410172693
"1995";18803,1037077907;13466,774358416;17994,6991251774
"1996";15115,3030008089;6631,29456695169;14582,9051140652
"1997";17687,2789855572;24629,8407976441;16840,1977815795
"1998";18245,1913466739;8914,12853811029;17404,9265473468
"1999";17129,3666244404;1878,48642379604;16301,2942617868
"2000";16236,7068466536;18927,3108043605;15494,7156007886
"2001";19609,2089618738;18513,7675498994;18889,4864546023
"2002";19085,4073625157;61939,1459666481;18302,4174802753
"2003";14481,9162554803;15587,7849829635;14120,0329901527
"2004";14897,7171799734;25786,6322344514;14419,5613205905
"2005";18579,938763344;10778,2614594577;17755,8348483679
"2006";23820,074823897;8785,67955636606;24294,6932910123
"2007";15455,6295410901;5891,92458934803;14847,3495173706
"2008";21815,8304578211;25320,711294868;21578,9202788768
"2009";22708,4902356079;10092,105330633;22758,6934592063
"2010";17687,2789855572;13199,5991943106;16840,1977815795
"2011";13781,8924577399;2772,14384477399;13653,9636075365
"2012";17927,1813008374;60666,043374273;17079,9119148179
"2013";30519,2632912425;24679,3589075999;34781,1243891618
"2014";14545,1165677476;5604,35946623236;14164,4831096698
"2015";21592,6655133744;22767,1658684621;21291,8690083808
"2016";19361,0160689074;18738,3406584915;18608,7340811599
"2017";21592,6655133744;22440,446447459;21291,8690083808
"2018";38721,690824381;38709,8618903393;49024,5510166568
"2019";17129,3666244404;18357,2367696268;16301,2942617868
"2020";14897,7171799734;12670,07496351;14419,5613205905
"2021";23824,3149578415;11157,4791705683;24300,6872731204
"2022";14897,7171799734;7980,09918431938;14419,5613205905
"2023";13670,3099855165;-4377,23873246089;13584,1856492928
"2024";13823,1779724625;28641,1018726118;13680,0990564008
"2025";12331,3203188363;3513,11560250074;12846,7669699837
"2026";12331,3203188363;11629,0151347658;12846,7669699837
"2027";10713,3744715977;18757,1977026435;12212,8383693153
"2028";19361,0160689074;11057,7955676047;18608,7340811599
"2029";24769,8425109677;14822,3240119871;25661,5340873356
"2030";15455,6295410901;10612,6276014289;14847,3495173706
"2031";17687,2789855572;17166,2450506249;16840,1977815795
"2032";30124,8080936857;39845,3457069555;34119,0731154585
"2033";17129,3666244404;124,855575081892;16301,2942617868
"2034";13781,8924577399;351,745337838307;13653,9636075365
"2035";16906,2016799937;15417,5943741379;16093,1389639388
"2036";14897,7171799734;6732,83966981061;14419,5613205905
"2037";18863,6371989718;17316,6102956478;18060,1624598544
"2038";16571,4542633237;17488,1020638151;15788,9974218802
"2039";13781,8924577399;32879,0815249961;13653,9636075365
"2040";12507,4420929937;23644,5395570323;12933,0306030299
"2041";17129,3666244404;21036,767571426;16301,2942617868
"2042";13223,9800966231;1607,07370797079;13317,7169590854
"2043";13223,9800966231;23502,5532347364;13317,7169590854
"2044";14339,8048188566;9444,04356744234;14021,505539342
"2045";12470,7984091155;19786,9864304094;12914,8102905525
"2046";10769,1657077094;-5396,4950243216;12229,8243332011
"2047";22113,7556586575;20574,6895624194;21967,1232129259
"2048";16013,5419022069;5883,45588712487;15304,088695771
"2049";38330,0363468771;25562,6644118279;48342,5994575999
"2050";14897,7171799734;9045,50567289349;14419,5613205905
"2051";17687,2789855572;3364,30470695347;16840,1977815795
"2052";18773,6236186293;57929,0989235481;17962,9215385963
"2053";14339,8048188566;2261,60286651179;14021,505539342
"2054";18726,0671689677;25768,9695322178;17911,801906816
"2055";14748,1966671941;9752,34848783258;14309,9335809416
"2056";13223,9800966231;3500,7138538463;13317,7169590854
"2057";16013,5419022069;14522,6827861983;15304,088695771
"2058";16013,5419022069;11444,762211578;15304,088695771
"2059";30842,7185617235;40829,222680646;35326,9511571534
"2060";22708,4902356079;22738,7626637248;22758,6934592063
"2061";18245,1913466739;6178,04526885785;17404,9265473468
"2062";12442,9027910597;1755,62712227926;12901,0355774566
"2063";78475,5496620988;74031,3287339499;61809,1687868378
"2064";13223,9800966231;1590,11238575261;13317,7169590854
"2065";15232,4645966434;550,90540286433;14672,7163605651
"2066";17129,3666244404;-1937,84311375767;16301,2942617868
"2067";21034,7531522577;14834,4977081651;20588,5988789047
"2068";14339,8048188566;13146,6005842304;14021,505539342
"2069";14897,7171799734;33301,4694986632;14419,5613205905
"2070";13781,8924577399;21534,599173977;13653,9636075365
"2071";19361,0160689074;20957,5273841051;18608,7340811599
"2072";16013,5419022069;9700,2504573036;15304,088695771
"2073";21592,6655133744;17221,1788172144;21291,8690083808
"2074";12331,3203188363;1378,48440634366;12846,7669699837
"2075";14897,7171799734;12778,3269804707;14419,5613205905
"2076";16013,5419022069;11320,9321646951;15304,088695771
"2077";12653,7936635618;-2209,97260137927;13007,2218168787
"2078";21592,6655133744;21339,0783801591;21291,8690083808
"2079";17575,6965133338;26071,2563739521;16730,3260520578
"2080";17129,3666244404;13492,5192991914;16301,2942617868
"2081";12108,1553743896;30499,0414037732;12742,235247892
"2082";18803,1037077907;24476,4339712579;17994,6991251774
"2083";18245,1913466739;15239,7954809358;17404,9265473468
"2084";20476,8407911409;36118,1618486838;19906,4653919349
"2085";15455,6295410901;11550,2193866409;14847,3495173706
"2086";18245,1913466739;18627,8172573419;17404,9265473468
"2087";17129,3666244404;50904,7375309616;16301,2942617868
"2088";17352,5315688871;7635,17737803794;16513,7066284166
"2089";16571,4542633237;29176,7282608077;15788,9974218802
"2090";19361,0160689074;22132,6838745186;18608,7340811599
"2091";13223,9800966231;5320,77178286109;13317,7169590854
"2092";32769,8817559875;56416,327165802;38625,3504698228
"2093";19918,9284300242;16266,2105861679;19246,2499813828
"2094";31152,7169860545;57080,9585020225;35852,4056326058
"2095";19361,0160689074;16032,9685709253;18608,7340811599
"2096";16013,5419022069;3947,1652429672;15304,088695771
"2097";18245,1913466739;12811,1840218706;17404,9265473468
"2098";17129,3666244404;2532,85283511784;16301,2942617868
"2099";14897,7171799734;7651,80327825155;14419,5613205905
"2100";11884,9904299429;-4483,96739812288;12643,0858594145
"2101";18468,3562911206;15334,206363447;17637,8740813305
"2102";11550,2430132729;11199,5347238118;12504,5630529724
"2103";24099,3769101192;15897,8757419214;24691,6338500656
"2104";13223,9800966231;35117,6526230089;13317,7169590854
"2105";12945,0239160648;25923,2105763908;13161,5735642151
"2106";16294,6293079847;4478,50164670777;15544,923383366
"2107";21592,6655133744;19715,5023441268;21291,8690083808
"2108";19918,9284300242;11956,1242557792;19246,2499813828
"2109";13781,8924577399;12085,0664153807;13653,9636075365
"2110";22708,4902356079;18017,4685159689;22758,6934592063
"2111";17129,3666244404;15850,7510643983;16301,2942617868
"2112";18245,1913466739;13939,9226959934;17404,9265473468
"2113";21592,6655133744;11115,0537601383;21291,8690083808
"2114";16805,5096570594;56522,5480538672;16000,6263965141
"2115";18245,1913466739;16767,4091506125;17404,9265473468
"2116";11884,9904299429;4056,88692646381;12643,0858594145
"2117";14451,38729108;5979,91739016026;14098,7005935215
"2118";13781,8924577399;8131,23078346346;13653,9636075365
"2119";22150,5778744912;12291,8734684456;22015,4943464518
"2120";18245,1913466739;11183,089534115;17404,9265473468
"2121";17687,2789855572;13743,2636190411;16840,1977815795
"2122";15868,3507893499;26954,5352714015;15182,4837617716
"2123";14897,7171799734;-42,8272434202954;14419,5613205905
"2124";12666,0677355064;3127,52587144636;13013,5470279001
"2125";11829,1991938312;11218,9929850437;12619,1453626767
"2126";20476,8407911409;23537,0319307344;19906,4653919349
"2127";13223,9800966231;10833,3984097224;13317,7169590854
"2128";13781,8924577399;10022,4168249825;13653,9636075365
"2129";12442,9027910597;1417,44766920991;12901,0355774566
"2130";14897,7171799734;16451,6027082112;14419,5613205905
"2131";21592,6655133744;18145,4798653303;21291,8690083808
"2132";16348,289318877;5251,33862228505;15591,7035974818
"2133";32750,9127357095;25182,5228929678;38592,5583006863
"2134";13781,8924577399;4559,61796717532;13653,9636075365
"2135";23831,0768556582;48396,1558312848;24310,2481560556
"2136";23824,3149578415;50977,7288699411;24300,6872731204
"2137";21815,8304578211;12168,5641250089;21578,9202788768
"2138";17129,3666244404;18102,0187936211;16301,2942617868
"2139";20830,8696590112;33428,0421293518;20336,8280528412
"2140";14540,6532688587;7570,62393048871;14161,3312347402
"2141";18801,9878830684;50031,4879957438;17993,4951056914
"2142";22708,4902356079;17253,7240019897;22758,6934592063
"2143";32750,9127357095;29999,665890092;38592,5583006863
"2144";17687,2789855572;4317,36366181355;16840,1977815795
"2145";19361,0160689074;24941,0606707754;18608,7340811599
"2146";78475,5496620988;75964,2831849968;61809,1687868378
"2147";19361,0160689074;12238,0870037992;18608,7340811599
"2148";14897,7171799734;36172,575196187;14419,5613205905
"2149";11215,4955966028;24974,3051347947;12378,4318133704
"2150";18803,1037077907;12126,9557988523;17994,6991251774
"2151";16013,5419022069;10402,2613716479;15304,088695771
"2152";11773,4079577196;-5231,38906994555;12595,5451689593
"2153";24940,139680075;28119,8190009296;25911,598978832
"2154";18803,1037077907;8926,31488772575;17994,6991251774
"2155";13881,7141373909;10763,6462729741;13717,4480083605
"2156";78475,5496620988;75552,6474609887;61809,1687868378
"2157";20454,5242966963;58227,9941946575;19879,6307472215
"2158";20476,8407911409;21253,4205951057;19906,4653919349
"2159";19361,0160689074;24372,0810010023;18608,7340811599
"2160";18245,1913466739;11323,3427347876;17404,9265473468
"2161";18245,1913466739;8720,4711623257;17404,9265473468
"2162";16571,4542633237;9933,47268802673;15788,9974218802
"2163";15455,6295410901;10194,2061124844;14847,3495173706
"2164";19361,0160689074;2371,39209543634;18608,7340811599
"2165";21592,6655133744;15631,9931893079;21291,8690083808
"2166";27449,6294803781;38908,8035116587;29753,9822529281
"2167";14562,9697633033;261,937807810493;14177,1099502073
"2168";50749,1097140999;58967,2015787568;67790,8066647959
"2169";30519,2632912425;19754,5486021638;34781,1243891618
"2170";13781,8924577399;4563,86867233645;13653,9636075365
"2171";12666,0677355064;1897,32277812157;13013,5470279001
"2172";19361,0160689074;29086,4782976154;18608,7340811599
"2173";15455,6295410901;19484,0279516671;14847,3495173706
"2174";14897,7171799734;6547,0344381975;14419,5613205905
"2175";14897,7171799734;3804,97305456642;14419,5613205905
"2176";16013,5419022069;14891,0862307968;15304,088695771
"2177";15455,6295410901;3230,84942611586;14847,3495173706
"2178";17513,2103288887;19679,797283967;16669,2514323717
"2179";12666,0677355064;-5803,38576247264;13013,5470279001
"2180";14897,7171799734;5615,92433700897;14419,5613205905
"2181";16013,5419022069;27790,4498380302;15304,088695771
"2182";14897,7171799734;18308,7150006294;14419,5613205905
"2183";21592,6655133744;18415,6115627633;21291,8690083808
"2184";12108,1553743896;16351,0155733051;12742,235247892
"2185";16571,4542633237;13750,3657597257;15788,9974218802
"2186";14897,7171799734;-3074,7627887316;14419,5613205905
"2187";17129,3666244404;11153,9467425188;16301,2942617868
"2188";23266,4025967247;6939,72798571736;23520,684912733
"2189";15455,6295410901;5324,17129301187;14847,3495173706
"2190";30089,6707731826;40081,5240008263;34060,2985692088
"2191";11567,7503031647;17543,9259460177;12511,5021708003
"2192";15455,6295410901;17877,7758360906;14847,3495173706
"2193";14897,7171799734;9733,37651220616;14419,5613205905
"2194";15344,0470688668;4425,63966571726;14759,4507935998
"2195";31128,1130509292;42442,1569937374;35810,6210716116
"2196";15455,6295410901;12433,8245390821;14847,3495173706
"2197";25032,8423979981;11557,7955893585;26048,3389218045
"2198";31667,9155768041;61834,4293541806;36730,3702553051
"2199";69991,5628402528;71802,0787521144;74761,4045648519
"2200";12889,2326799531;45224,8685363987;13131,315782532
"2201";78475,5496620988;77766,8918337133;61809,1687868378
"2202";14339,8048188566;10428,4393925909;14021,505539342
"2203";17464,1140411105;18928,8832528936;16621,4935838464
"2204";60403,4706923031;41312,1114461217;76339,8105215672
"2205";12108,1553743896;779,977206374519;12742,235247892
"2206";28481,5776582413;49610,1329316208;31409,4270440381
"2207";18245,1913466739;20573,9504793053;17404,9265473468
"2208";15128,3916248007;22067,3064216739;14592,8740553062
"2209";13223,9800966231;3036,75359507743;13317,7169590854
"2210";15232,4645966434;15078,9812367894;14672,7163605651
"2211";18245,1913466739;1074,00133441482;17404,9265473468
"2212";19361,0160689074;6148,18924579024;18608,7340811599
"2213";19361,0160689074;20247,1534479037;18608,7340811599
"2214";20476,8407911409;21747,8318887642;19906,4653919349
"2215";14897,7171799734;12416,8916933369;14419,5613205905
"2216";12442,9027910597;-995,509988980368;12901,0355774566
"2217";17129,3666244404;13008,0363968695;16301,2942617868
"2218";20476,8407911409;13203,4756698143;19906,4653919349
"2219";17129,3666244404;5211,53496229369;16301,2942617868
"2220";43566,6017683189;33790,291241169;57227,6143928154
"2221";13781,8924577399;4189,95887171384;13653,9636075365
"2222";12666,0677355064;17465,5121986186;13013,5470279001
"2223";28287,6138467755;17855,3173110737;31095,3267338399
"2224";15232,4645966434;13350,2747914037;14672,7163605651
"2225";16571,4542633237;25626,2221851088;15788,9974218802
"2226";16571,4542633237;23864,8177040275;15788,9974218802
"2227";17129,3666244404;8226,7158451369;16301,2942617868
"2228";30804,5908309648;60963,7363971695;35262,4788299812
"2229";78475,5496620988;76298,4877297236;61809,1687868378
"2230";14897,7171799734;3821,95674513001;14419,5613205905
"2231";17129,3666244404;13124,9332941212;16301,2942617868
"2232";12666,0677355064;17796,1588079548;13013,5470279001
"2233";17887,011610837;24126,3444291661;17039,4435439461
"2234";15455,6295410901;-1131,85734884068;14847,3495173706
"2235";17017,7841522171;15901,8567449395;16196,6813535294
"2236";24940,139680075;14133,4573906772;25911,598978832
"2237";30914,410300127;65498,5081829568;35448,2721346248
"2238";19361,0160689074;15931,2377717402;18608,7340811599
"2239";78475,5496620988;78917,3134999145;61809,1687868378
"2240";18356,7738188973;29258,7322162036;17520,902563833
"2241";24940,139680075;11243,0680236043;25911,598978832
"2242";16013,5419022069;13768,2213170994;15304,088695771
"2243";15790,3769577602;7240,19408549462;15117,9689183868
"2244";53390,6685285266;60760,2819499001;70910,2494821841
"2245";21592,6655133744;14464,4506720491;21291,8690083808
"2246";21592,6655133744;7988,50984074734;21291,8690083808
"2247";16013,5419022069;9585,54090747703;15304,088695771
"2248";14339,8048188566;38959,3942946168;14021,505539342
"2249";16013,5419022069;17540,2113015717;15304,088695771
"2250";19361,0160689074;5047,23207774572;18608,7340811599
"2251";23493,5733519242;22045,1340303672;23836,156735888
"2252";22708,4902356079;21950,4853132842;22758,6934592063
"2253";30519,2632912425;23326,3706259057;34781,1243891618
"2254";16627,2454994353;17720,9532514131;15839,0075344095
"2255";16348,289318877;13427,3181184269;15591,7035974818
"2256";24940,139680075;24969,0463785389;25911,598978832
"2257";13781,8924577399;10158,7924065311;13653,9636075365
"2258";77535,0066089347;72271,5544408131;63870,9500584619
"2259";12108,1553743896;25707,6667954847;12742,235247892
"2260";16794,6192077704;21202,9123543035;15990,6733444862
"2261";16194,8634195698;50821,9801746029;15458,6320413022
